cod_revision_jurado|cod_jurado|cod_tesis|fecha|corregido
155|90|204|2016-07-31 12:36:52|true
156|302|121|2020-06-25 09:40:41|true
157|421|321|2016-02-01 20:53:58|false
158|451|54|2020-11-19 13:45:50|true
159|139|301|2015-03-26 20:44:13|false
160|297|460|2016-04-25 12:35:38|false
161|306|201|2015-04-09 16:14:27|true
162|418|447|2015-01-02 18:05:16|false
163|47|74|2015-02-01 16:02:17|true
164|22|248|2019-02-10 03:34:09|true
165|436|156|2021-09-24 04:00:48|false
166|93|121|2018-06-15 10:01:04|false
167|491|135|2020-05-08 07:13:21|true
168|325|326|2017-02-18 20:24:21|false
169|98|89|2017-07-08 21:47:29|true
170|307|102|2016-03-05 22:37:21|false
171|40|62|2017-12-18 11:21:02|true
172|113|26|2016-08-14 17:35:19|false
173|450|352|2020-02-28 07:25:45|false
174|436|478|2015-03-27 23:43:36|true
175|210|397|2019-06-16 06:29:22|true
176|187|429|2019-10-28 16:35:57|true
177|48|296|2016-03-20 15:39:41|false
178|392|413|2018-04-28 17:26:45|false
179|48|220|2016-01-09 10:09:42|false
180|120|185|2020-06-23 04:53:31|true
181|296|296|2016-05-14 11:28:39|false
182|280|331|2016-12-06 11:50:11|true
183|401|311|2016-05-10 22:40:15|true
184|426|132|2018-08-25 20:57:33|true
185|440|105|2018-08-12 10:03:03|false
186|242|356|2018-05-10 00:36:11|true
187|204|344|2020-05-01 12:18:11|false
188|399|301|2016-03-11 08:26:43|true
189|222|473|2022-06-16 22:35:41|false
190|55|116|2017-04-14 06:18:13|true
191|377|395|2017-06-07 16:45:03|false
192|19|489|2016-03-15 14:20:08|false
193|352|225|2017-07-06 02:06:01|false
194|279|306|2020-10-22 02:12:14|false
195|479|208|2015-05-18 21:37:57|true
196|142|183|2020-03-25 05:40:07|true
197|150|456|2021-09-08 16:11:27|true
198|350|196|2022-08-05 17:19:39|false
199|262|324|2017-04-23 15:57:43|true
200|393|332|2021-05-31 23:54:12|true
201|17|292|2019-04-03 04:00:47|true
202|129|200|2019-07-09 21:40:19|true
203|12|448|2015-11-21 15:04:48|true
204|195|317|2015-06-26 11:44:28|false
205|279|425|2019-04-17 19:09:45|true
206|452|444|2019-11-05 09:13:17|true
207|349|56|2019-11-06 19:56:17|false
208|12|426|2018-08-22 21:26:18|true
209|222|488|2018-03-02 01:25:25|true
210|411|70|2019-01-18 07:02:57|true
211|241|10|2018-01-14 18:18:49|true
212|296|5|2020-10-20 11:40:43|false
213|469|385|2015-12-04 23:50:47|false
214|345|216|2017-06-15 16:09:21|true
215|80|93|2020-03-04 20:15:27|false
216|396|231|2017-03-02 01:39:20|true
217|232|26|2020-11-07 20:46:51|false
218|452|174|2020-06-24 02:34:44|true
219|125|148|2019-04-09 22:23:01|true
220|226|176|2022-01-10 10:30:35|true
221|391|293|2019-08-23 23:08:33|false
222|267|67|2015-09-20 10:39:36|false
223|79|107|2021-10-03 03:06:22|true
224|169|52|2022-09-18 15:18:04|true
225|157|43|2019-12-13 04:06:30|false
226|279|444|2018-12-03 08:26:59|true
227|164|397|2018-10-31 01:06:26|false
228|133|469|2020-04-09 06:51:26|true
229|467|163|2018-09-26 09:58:31|false
230|226|305|2021-05-23 07:40:17|true
231|270|29|2021-03-06 06:03:37|false
232|184|248|2020-05-04 22:03:15|true
233|363|56|2022-11-20 22:18:41|false
234|396|315|2016-04-19 04:31:28|true
235|283|392|2018-01-29 11:52:41|false
236|139|235|2016-03-30 10:23:07|false
237|418|198|2020-12-27 10:57:13|false
238|182|363|2021-05-16 23:16:18|false
239|142|77|2022-01-03 12:54:38|true
240|4|355|2020-02-14 02:37:18|false
241|85|183|2016-05-31 08:10:02|true
242|172|343|2019-05-21 07:00:28|true
243|417|395|2016-10-01 21:57:54|true
244|348|1|2019-11-04 20:01:52|false
245|28|29|2018-09-23 14:55:59|false
246|48|220|2022-10-12 14:23:28|false
247|475|383|2016-09-03 14:09:00|false
248|340|405|2016-04-02 10:09:58|false
249|228|472|2016-02-22 15:38:39|true
250|430|316|2019-08-27 07:55:49|true
251|496|125|2019-06-15 15:01:30|false
252|455|160|2020-01-20 18:07:28|false
253|489|321|2015-07-20 20:38:15|false
254|97|31|2019-02-01 10:41:20|false
255|288|417|2021-07-04 00:58:43|true
256|307|204|2021-12-30 19:23:45|true
257|476|130|2019-03-10 00:42:25|true
258|123|204|2019-09-30 11:32:59|false
259|413|299|2020-11-02 04:19:50|true
260|171|246|2018-07-17 21:29:03|false
261|373|257|2015-03-04 19:23:43|false
262|370|148|2017-01-23 11:49:46|false
263|191|223|2015-01-27 18:12:26|true
264|190|53|2017-06-11 12:41:27|true
265|312|81|2017-08-07 17:12:20|true
266|50|172|2019-10-23 13:26:50|true
267|335|4|2018-10-07 03:30:22|true
268|176|88|2019-07-12 10:55:29|false
269|222|299|2022-02-08 12:16:03|true
270|92|450|2017-10-07 08:02:06|false
271|421|302|2019-05-16 06:16:25|true
272|53|62|2016-11-04 23:32:46|true
273|328|409|2019-07-10 03:04:51|false
274|48|209|2017-01-27 14:12:39|true
275|414|76|2020-10-08 03:32:16|false
276|9|255|2015-02-28 09:28:17|true
277|229|295|2022-03-22 03:44:42|true
278|414|162|2022-10-05 00:30:56|true
279|285|166|2022-04-05 05:55:46|true
280|237|289|2022-01-07 11:52:02|true
281|98|157|2020-06-04 10:57:07|false
282|248|486|2022-12-17 05:11:30|true
283|485|409|2015-01-09 17:23:39|true
284|242|161|2019-02-07 18:23:01|false
285|345|352|2018-01-17 01:31:51|false
286|409|461|2018-02-07 04:10:38|true
287|64|115|2020-10-15 02:40:01|true
288|175|45|2019-08-17 11:07:04|true
289|408|395|2018-08-02 05:55:28|false
290|295|14|2019-03-05 09:19:00|true
291|14|110|2018-04-01 03:14:06|false
292|212|167|2022-12-07 10:51:18|true
293|327|16|2021-11-27 01:29:25|true
294|499|303|2022-12-20 22:06:18|true
295|158|162|2015-11-01 21:05:28|false
296|284|135|2017-05-14 10:17:38|false
297|462|168|2017-06-21 11:36:21|true
298|135|283|2022-03-31 12:38:39|true
299|44|380|2021-04-11 08:45:29|false
300|119|107|2021-12-20 10:11:54|true
301|435|387|2019-05-16 00:57:57|false
302|491|348|2018-07-14 14:47:40|false
303|68|347|2019-05-09 07:08:38|false
304|144|20|2020-07-10 00:37:48|true
305|247|359|2017-06-26 00:42:23|true
306|362|360|2016-03-30 00:20:50|true
307|208|413|2022-07-24 04:43:00|true
308|316|317|2019-08-28 21:12:56|false
309|419|15|2018-06-27 09:16:01|true
310|273|233|2016-03-15 10:13:51|false
311|103|227|2016-01-09 23:03:29|true
312|300|248|2022-08-23 01:03:18|true
313|245|138|2021-11-15 01:34:55|false
314|351|144|2018-07-01 03:03:05|false
315|287|493|2015-09-30 14:21:20|true
316|132|488|2019-06-14 00:44:48|true
317|353|447|2019-07-19 08:06:22|true
318|308|437|2015-04-09 12:20:13|false
319|332|139|2021-04-18 09:24:47|true
320|357|386|2016-07-24 04:42:20|true
321|180|261|2018-12-18 10:17:12|true
322|62|324|2020-12-07 19:24:04|false
323|486|432|2022-11-18 04:24:52|true
324|24|184|2021-11-06 14:44:04|false
325|446|153|2016-07-25 05:18:07|false
326|316|427|2018-02-13 13:21:23|false
327|401|432|2022-10-17 08:57:20|true
328|201|287|2015-03-11 01:54:50|true
329|141|188|2019-04-19 17:50:22|true
330|123|174|2020-01-11 17:55:01|false
331|170|281|2015-07-07 02:03:11|false
332|39|106|2015-01-22 10:08:10|false
333|271|293|2017-10-17 16:52:07|true
334|136|351|2017-08-03 11:23:17|true
335|399|352|2020-04-20 04:38:09|false
336|181|152|2021-09-04 02:00:09|false
337|316|211|2018-06-06 15:55:57|true
338|205|441|2016-11-02 10:00:34|false
339|232|71|2016-04-18 02:52:15|false
340|153|480|2018-07-25 06:17:43|true
341|371|332|2021-12-26 02:20:19|false
342|211|221|2019-11-04 13:34:26|false
343|368|367|2017-07-09 05:46:09|false
344|491|294|2015-11-13 21:26:42|true
345|429|481|2022-02-03 18:53:24|true
346|443|318|2020-07-30 06:35:03|false
347|354|22|2017-06-28 19:27:57|true
348|375|84|2019-12-02 15:34:45|false
349|225|203|2019-06-25 13:05:25|false
350|268|152|2021-08-16 16:14:03|false
351|108|129|2021-09-19 13:39:36|false
352|216|472|2020-04-26 09:12:31|true
353|442|3|2015-06-25 16:09:50|true
354|164|309|2021-06-12 03:00:48|false
355|361|173|2018-04-21 01:40:08|true
356|2|353|2018-02-13 03:50:40|true
357|148|23|2021-08-28 20:16:07|true
358|304|378|2016-01-01 19:22:15|true
359|498|295|2017-03-21 13:15:29|false
360|393|10|2016-04-07 20:32:50|true
361|39|94|2020-11-15 22:05:12|true
362|244|408|2017-01-31 16:07:32|false
363|241|391|2020-05-21 20:09:19|true
364|66|289|2015-08-01 11:28:12|true
365|271|208|2019-05-10 13:26:16|false
366|114|53|2020-08-16 02:27:54|false
367|81|380|2017-07-23 01:24:01|true
368|230|310|2022-12-05 21:48:22|false
369|36|65|2015-05-31 04:30:53|true
370|77|106|2015-02-20 11:47:13|false
371|90|278|2019-11-02 12:36:10|true
372|210|19|2015-09-06 23:19:59|true
373|40|46|2021-09-23 23:52:37|true
374|395|216|2020-11-12 20:59:12|true
375|396|182|2015-12-10 18:29:25|true
376|349|161|2021-10-31 17:00:03|false
377|435|383|2018-12-03 13:47:35|false
378|11|424|2019-04-10 22:59:23|true
379|169|475|2018-12-09 03:02:17|false
380|337|187|2017-04-30 06:33:08|false
381|187|397|2016-07-25 08:26:01|false
382|206|173|2021-11-23 20:41:57|false
383|469|87|2019-10-22 22:41:52|true
384|300|276|2020-02-09 19:29:26|false
385|457|305|2020-11-29 23:08:46|true
386|181|331|2015-09-05 03:37:21|false
387|220|497|2018-12-05 14:00:07|true
388|438|99|2017-04-30 06:40:09|true
389|500|196|2017-02-20 06:40:17|false
390|321|440|2021-08-19 10:41:48|true
391|124|433|2022-04-10 19:57:39|true
392|124|400|2020-05-12 08:16:50|false
393|472|439|2015-01-08 20:57:36|false
394|305|284|2016-08-13 00:26:08|true
395|254|445|2018-03-08 17:24:51|true
396|427|345|2015-09-17 21:32:14|true
397|481|139|2019-01-03 22:40:04|true
398|372|471|2018-12-19 23:53:11|true
399|127|48|2022-03-07 23:31:48|false
400|288|97|2020-08-11 11:02:43|false
401|45|190|2015-02-17 00:50:33|false
402|353|34|2020-11-17 15:31:11|true
403|119|93|2019-12-06 13:48:01|true
404|236|371|2019-10-22 18:06:28|true
405|65|167|2018-06-03 11:43:40|true
406|468|62|2017-04-12 13:19:13|true
407|432|482|2020-01-25 10:36:35|true
408|373|443|2020-03-16 20:00:46|true
409|190|446|2018-11-08 04:46:53|false
410|6|159|2015-08-10 17:43:46|false
411|194|278|2018-06-13 12:32:07|false
412|226|343|2019-01-09 21:42:05|false
413|79|272|2019-12-05 21:11:47|true
414|384|113|2015-03-11 17:35:51|false
415|133|390|2017-10-14 04:45:44|true
416|320|58|2015-09-15 17:53:02|false
417|31|108|2019-02-23 00:43:54|true
418|168|469|2015-04-04 10:38:47|false
419|48|232|2021-05-30 05:16:00|false
420|315|346|2020-04-11 02:38:31|false
421|330|159|2018-06-12 12:49:10|false
422|54|124|2020-04-01 10:23:52|true
423|7|379|2017-03-28 13:29:10|true
424|116|365|2018-02-06 18:40:03|false
425|348|29|2017-07-16 00:36:11|false
426|166|105|2021-06-19 04:34:07|false
427|26|288|2015-03-28 20:06:15|true
428|347|395|2021-11-27 06:58:10|false
429|445|115|2015-02-16 21:25:25|true
430|308|93|2018-11-09 04:07:38|true
431|369|207|2019-07-31 04:39:08|true
432|95|478|2017-08-17 23:52:54|true
433|170|421|2020-08-13 07:30:37|false
434|378|204|2018-07-09 20:03:02|true
435|400|432|2016-10-13 02:37:36|false
436|210|312|2020-04-13 19:12:40|false
437|238|387|2021-09-29 21:13:55|false
438|208|245|2019-09-06 01:07:55|true
439|478|454|2020-06-25 18:52:24|false
440|179|399|2018-11-17 07:38:00|true
441|385|248|2022-10-24 23:57:34|true
442|78|226|2022-04-12 15:16:21|true
443|451|31|2017-03-25 02:59:57|false
444|408|402|2015-09-29 18:47:05|false
445|341|101|2021-02-06 22:54:33|true
446|494|204|2017-04-11 03:43:37|false
447|395|389|2022-07-17 04:10:15|false
448|336|207|2022-06-29 19:09:05|false
449|409|151|2021-04-06 22:05:14|true
450|346|193|2020-11-12 03:36:40|true
451|453|246|2020-10-11 11:30:49|false
452|68|24|2019-12-25 10:22:03|true
453|453|295|2017-02-09 21:01:41|false
454|481|387|2021-05-20 00:26:21|false
455|13|430|2016-05-11 23:47:22|false
456|303|252|2022-10-25 10:02:56|true
457|498|411|2016-02-15 10:19:52|true
458|21|304|2022-06-05 05:11:20|false
459|403|73|2020-02-01 01:31:54|true
460|438|411|2016-08-23 16:49:57|true
461|177|476|2020-12-23 16:56:24|false
462|349|458|2016-12-28 15:37:27|false
463|445|431|2019-11-17 12:56:54|false
464|282|15|2021-06-17 03:45:25|true
465|120|420|2020-04-23 01:53:07|false
466|1|190|2021-09-26 14:09:05|true
467|330|383|2015-04-14 00:01:40|false
468|35|207|2018-07-13 19:41:40|false
469|424|433|2016-10-02 18:36:55|false
470|58|265|2021-09-08 18:39:48|false
471|120|66|2015-05-26 01:29:02|true
472|356|121|2017-11-24 14:58:29|false
473|224|248|2021-10-09 23:24:26|true
474|169|123|2022-01-06 16:02:49|false
475|486|199|2019-01-03 00:49:45|true
476|380|68|2016-02-04 02:29:17|false
477|321|4|2015-10-15 09:00:27|false
478|364|326|2020-05-23 03:37:31|false
479|21|111|2016-07-04 16:10:39|true
480|55|418|2018-03-09 23:02:49|false
481|298|4|2022-09-22 01:08:17|false
482|282|266|2019-03-18 18:43:20|true
483|387|160|2019-05-13 10:19:22|true
484|111|116|2022-01-07 17:23:26|true
485|359|336|2018-08-13 00:11:20|true
486|404|452|2017-10-06 14:09:53|false
487|437|14|2019-01-12 13:08:55|false
488|49|173|2021-12-30 16:13:10|true
489|265|251|2018-12-19 08:14:24|true
490|118|413|2018-05-11 18:13:59|false
491|355|212|2021-03-26 15:58:46|false
492|179|92|2021-12-02 15:19:10|false
493|24|122|2019-01-10 14:52:23|true
494|86|473|2018-10-08 01:58:53|true
495|64|111|2020-07-08 03:45:07|false
496|44|221|2015-12-29 00:29:01|false
497|233|28|2019-01-26 22:31:03|true
498|234|118|2018-10-15 05:45:43|false
499|160|12|2022-06-07 18:33:57|false
500|17|89|2015-04-29 14:21:38|true
